epoch,train_loss,train_acc,val_loss,val_acc,aAcc,mIoU,mAcc,best_val_loss,best_mIoU,early_stop_bad,val_images,val_batches
31,0.15417134191713106,0.9376922876101021,0.2104441934161716,0.9270395243732185,0.9269310424710373,0.8666199927507404,0.924830213421461,0.2104441934161716,0.8666199927507404,0,714,45
32,0.15028751395780368,0.93851520037233,0.2667344588372442,0.9150269818463699,0.9148097557559712,0.8468913553296562,0.9137533446163241,0.2104441934161716,0.8666199927507404,1,714,45
33,0.17994925808308937,0.9293921151991397,0.22937594652175902,0.922142155581059,0.921992747108375,0.8573632267144536,0.9217625180482564,0.2104441934161716,0.8666199927507404,2,714,45
34,0.1563493359765151,0.937023281629616,0.23445594244533116,0.9236259581955721,0.9234899594698426,0.8602626665918232,0.9220934282393661,0.2104441934161716,0.8666199927507404,3,714,45
35,0.16514101669703435,0.934018631001341,0.22733498016993206,0.9189436335241009,0.9187827468765145,0.8533439482191548,0.9175671065418639,0.2104441934161716,0.8666199927507404,4,714,45
36,0.15450553637302644,0.9376403068739924,0.22083356181780497,0.9221534295237875,0.9220053250414125,0.8575459231062053,0.9212420595525538,0.2104441934161716,0.8666199927507404,5,714,45
37,0.15379175355063265,0.9376898782475344,1.1337067233191596,0.7596783018361568,0.758905984427391,0.5880236053280589,0.7172941712188777,0.2104441934161716,0.8666199927507404,6,714,45
38,0.16705489225469353,0.9333461744905807,0.22550860080454085,0.9216388379744359,0.9214963463924271,0.856684000601711,0.9185950133589696,0.2104441934161716,0.8666199927507404,7,714,45
39,0.1520262582714136,0.9384253976750353,0.2245869153075748,0.9240274573540369,0.9238872468218234,0.8623600541954617,0.9224473213108476,0.2104441934161716,0.8666199927507404,8,714,45
40,0.14909864327130656,0.9392085566494908,0.22782564063866934,0.9246770897284377,0.9245510147640371,0.8627811112095891,0.9236722635056119,0.2104441934161716,0.8666199927507404,9,714,45
41,0.16039775178268906,0.9361320817841858,0.22045160664452446,0.9267216466430215,0.9266109706918257,0.8655916778429242,0.92188722084554,0.2104441934161716,0.8666199927507404,10,714,45
