epoch,train_loss,train_acc,val_loss,val_acc,aAcc,mIoU,mAcc,best_val_loss,best_mIoU,early_stop_bad,val_images,val_batches
14,0.1374863630716513,0.9426525717172645,0.1400148357049777,0.9415069213280312,0.9415050949946443,0.878113141219401,0.9288539639858975,0.1400148357049777,0.878113141219401,0,826,52
15,0.13669215813109434,0.942876317506499,0.13933516995838055,0.9416873473387498,0.9416856581015968,0.8781431024000215,0.9302313679968502,0.13933516995838055,0.8781431024000215,0,826,52
16,0.1361967817390155,0.9430105851831632,0.1379626550926612,0.9421865270687984,0.9421856513034922,0.880192629190009,0.9309739426543459,0.1379626550926612,0.880192629190009,0,826,52
17,0.13457732566193187,0.9434806097612837,0.1367639980923671,0.9425223226730639,0.9425213492811447,0.8818996545258564,0.9342971839073457,0.1367639980923671,0.8818996545258564,0,826,52
18,0.1340834613643366,0.9436127615409451,0.13652108437739885,0.9426981751735395,0.9426977975027901,0.8825356922413291,0.9334631037815283,0.13652108437739885,0.8825356922413291,0,826,52
19,0.13311820643569994,0.9438894452158031,0.1359407649590419,0.9426158033884489,0.9426154674687051,0.8825740370449978,0.9362024438132112,0.1359407649590419,0.8825740370449978,0,826,52
20,0.13245969874983768,0.9440733658697176,0.13551303658347863,0.9427885014277239,0.9427874705981978,0.8824180933035967,0.9327121478985508,0.13551303658347863,0.8825740370449978,0,826,52
21,0.13189397251619564,0.94423148382226,0.13456221899160972,0.9431675654191237,0.9431672431077565,0.8838733549361523,0.9352720088873393,0.13456221899160972,0.8838733549361523,0,826,52
22,0.13151061001969905,0.9443458810211043,0.13379345963207576,0.9433184078106513,0.943318646410187,0.8848014995896115,0.9372816003004351,0.13379345963207576,0.8848014995896115,0,826,52
23,0.13078599818610928,0.9445473417334241,0.13434496564933887,0.9432105761307936,0.9432105994975019,0.8843980377117034,0.9342101631831338,0.13379345963207576,0.8848014995896115,1,826,52
24,0.13034869511537509,0.9446699597569425,0.1329580728824322,0.9436159775807307,0.9436162967081508,0.8853753127674823,0.9351245392900572,0.1329580728824322,0.8853753127674823,0,826,52
25,0.12987697477492766,0.9448097585817132,0.13259472110523626,0.9436990504081433,0.9436986983255382,0.8861151710035405,0.9378519176411114,0.13259472110523626,0.8861151710035405,0,826,52
26,0.12976183847509376,0.9448542649219139,0.13239648536993906,0.9437665302019853,0.94376647154875,0.8860949591819777,0.9376022811156851,0.13239648536993906,0.8861151710035405,0,826,52
27,0.13692763515648373,0.9429974830232069,0.13415105927449006,0.9432999335802518,0.9432995683055813,0.884586626403174,0.9351983628739982,0.13239648536993906,0.8861151710035405,1,826,52
28,0.13083084547098786,0.9445880762808415,0.1329038432584359,0.9435771845854245,0.9435769282010796,0.8857872816838,0.9365215732233412,0.13239648536993906,0.8861151710035405,2,826,52
29,0.12968726922887333,0.9448962586344238,0.13214204360086185,0.9438607656038724,0.9438613055693323,0.8866202641992008,0.93713555162418,0.13214204360086185,0.8866202641992008,0,826,52
30,0.12913797469915725,0.9450454098217037,0.13166709817372835,0.9439456797563113,0.9439458708497571,0.8869938776202684,0.9374581223440345,0.13166709817372835,0.8869938776202684,0,826,52
31,0.1287787803586632,0.9451415079872809,0.13142221607267857,0.9440287039830134,0.9440290852839952,0.8872409615511131,0.9370675130793188,0.13142221607267857,0.8872409615511131,0,826,52
32,0.12848172350394155,0.9452285256092532,0.13124879635870457,0.9440522005924812,0.9440527401016642,0.8874967868851652,0.938091375357581,0.13124879635870457,0.8874967868851652,0,826,52
33,0.12823847935859597,0.9452936214846739,0.13104735443798396,0.9441438019275665,0.9441444360026435,0.8874559709319483,0.9367231806485158,0.13104735443798396,0.8874967868851652,0,826,52
34,0.12799818754399828,0.9453650243189992,0.1307937060124599,0.9442873216592348,0.9442880990718814,0.8879294468098654,0.9386465138060816,0.1307937060124599,0.8879294468098654,0,826,52
35,0.12781197324836444,0.9454132511295328,0.13080547019266164,0.9442398896584143,0.9442407478720455,0.8876456463929743,0.9366447313163365,0.1307937060124599,0.8879294468098654,1,826,52
36,0.12761054059028082,0.9454708482247007,0.1305944396612736,0.9442423540812273,0.9442437913169583,0.8879902678268102,0.9366803608877778,0.1305944396612736,0.8879902678268102,0,826,52
37,0.12736311509085135,0.9455540644552278,0.13049114022690517,0.944309147963157,0.9443103914976697,0.8880706529108955,0.9370729709296929,0.13049114022690517,0.8880706529108955,0,826,52
38,0.13031064786848554,0.944724930989172,0.13201264320657805,0.9439189901718726,0.9439193157537797,0.8860236708963479,0.9388018272986945,0.13049114022690517,0.8880706529108955,1,826,52
39,0.12799452058546634,0.9454007132449834,0.13016027856904727,0.9443851613081419,0.944386193596422,0.8884050866520946,0.9382141791691216,0.13016027856904727,0.8884050866520946,0,826,52
40,0.1271650777421128,0.9456213639374474,0.1299530974087807,0.9444982922994173,0.9444991820660976,0.8886718150603158,0.938288522180781,0.1299530974087807,0.8886718150603158,0,826,52
41,0.1268353511606914,0.9457105857093133,0.12998911967644325,0.9444501982285426,0.9444515630061632,0.8887216820864419,0.9372411090465008,0.1299530974087807,0.8887216820864419,1,826,52
42,0.126683514998008,0.9457506918961475,0.12962213373528078,0.9445586557571704,0.9445596999752608,0.8888591670133209,0.937645547728351,0.12962213373528078,0.8888591670133209,0,826,52
43,0.12652201045957948,0.9457930636025779,0.12955387137257135,0.9445607249553387,0.9445619421490168,0.8889656802403594,0.9386266382445209,0.12955387137257135,0.8889656802403594,0,826,52
44,0.12641887979450422,0.9458165046565896,0.1295199733800613,0.9446245225576254,0.9446255519950072,0.8890385742557158,0.9375970723414849,0.1295199733800613,0.8890385742557158,0,826,52
45,0.12619111468009905,0.9458815603430016,0.12931125725691134,0.9446708353666159,0.9446716331685138,0.889083581682727,0.9374336382245382,0.12931125725691134,0.889083581682727,0,826,52
46,0.12606009173977076,0.9459221010056064,0.12947023860537088,0.9445948811677786,0.9445957063762674,0.8889005144009933,0.9367862788600508,0.12931125725691134,0.889083581682727,1,826,52
47,0.12602344728955375,0.945930049739829,0.12901248711232954,0.9447630414595971,0.9447643219991688,0.8893425108391101,0.9374064952941263,0.12901248711232954,0.8893425108391101,0,826,52
48,0.12579989071791156,0.9459934375823766,0.1290346339631539,0.9447254593555743,0.9447267038192934,0.8890444477852628,0.936555474364121,0.12901248711232954,0.8893425108391101,1,826,52
49,0.12568268213836914,0.9460287281483887,0.12890054285526276,0.9447964677443872,0.9447976959819655,0.8898586977447042,0.9388667236674723,0.12890054285526276,0.8898586977447042,0,826,52
50,0.12553692133863859,0.9460698453060316,0.1287753779727679,0.9447735699323508,0.9447750433305274,0.8900446883692621,0.9400223604924977,0.1287753779727679,0.8900446883692621,0,826,52
51,0.12542403733743893,0.9460992060924174,0.12879317397108445,0.9448160785895128,0.9448176099948098,0.8899069958442816,0.9385994951051776,0.1287753779727679,0.8900446883692621,1,826,52
52,0.12549247779376416,0.9460818900605812,0.12960374126067528,0.944542349760349,0.944543286616808,0.8890581562741859,0.9382135514571353,0.1287753779727679,0.8900446883692621,2,826,52
53,0.12828740971438707,0.9453129597296748,0.12940764771058008,0.9446354104922368,0.9446363195091414,0.8894025149503246,0.9386231644611294,0.1287753779727679,0.8900446883692621,3,826,52
54,0.1258655697921957,0.9459896766514876,0.128560261371044,0.9448713999528151,0.9448732694759785,0.8903556541289047,0.9395729112607053,0.128560261371044,0.8903556541289047,0,826,52
55,0.1252686118278525,0.9461526216298409,0.12827762517218405,0.944958761563668,0.9449602847526495,0.8905913001356067,0.9392141223318996,0.12827762517218405,0.8905913001356067,0,826,52
56,0.12503066696311455,0.9462154970625267,0.1282084330629844,0.9449792178777549,0.9449805405180333,0.8905821227563285,0.9395917140991562,0.1282084330629844,0.8905913001356067,0,826,52
57,0.12489980688331338,0.9462489210120094,0.12823333963751793,0.9449717801350813,0.9449734214431725,0.8904399653157594,0.9384678570953354,0.1282084330629844,0.8905913001356067,1,826,52
58,0.12480836378618362,0.9462762766927141,0.12806937170143312,0.9450041046509376,0.9450059294989265,0.8905141786219605,0.9382427731643553,0.12806937170143312,0.8905913001356067,0,826,52
59,0.12472988819546471,0.9462946683236299,0.1281074547710327,0.9449781949703511,0.9449798731769257,0.8906567120910727,0.9392573609612963,0.12806937170143312,0.8906567120910727,1,826,52
60,0.1246344568144216,0.9463222874052704,0.12805651744397786,0.9450067047889417,0.9450084764790015,0.8906157446215821,0.9391544160805858,0.12805651744397786,0.8906567120910727,0,826,52
61,0.12460096748991273,0.9463309361885783,0.12803530406493407,0.9449910759925841,0.9449927535530441,0.8902530710941073,0.937548684091308,0.12803530406493407,0.8906567120910727,0,826,52
62,0.12449499482717492,0.946364009027329,0.12801813549147203,0.9449741615698888,0.9449760792619091,0.890410268235397,0.9383161350071503,0.12801813549147203,0.8906567120910727,0,826,52
63,0.1244547590273931,0.946371588728694,0.12787173530803278,0.9450953987928538,0.9450970596609046,0.8906749494067111,0.9382825548545681,0.12787173530803278,0.8906749494067111,0,826,52
64,0.12436568188843804,0.9463971608863605,0.1277339681982994,0.9451432746190291,0.945144932726105,0.891150326685349,0.9402496305833554,0.1277339681982994,0.891150326685349,0,826,52
65,0.12428331076419978,0.9464216816126622,0.12776333695420852,0.9450791079264421,0.945080833342693,0.8908526330096719,0.9383122699660391,0.1277339681982994,0.891150326685349,1,826,52
66,0.12419613379484429,0.9464443761829906,0.12769407177200684,0.9451375007629395,0.9451390698227409,0.8907614271546457,0.9381578746732839,0.12769407177200684,0.891150326685349,0,826,52
67,0.12410052241184717,0.9464737627663754,0.12763338937209204,0.9451397020083208,0.9451415406012362,0.8909293450148685,0.9387564169203465,0.12763338937209204,0.891150326685349,0,826,52
68,0.12404276264284086,0.946488886867949,0.1275398120857202,0.945178877390348,0.9451805211729922,0.891226264125879,0.9396505405728024,0.1275398120857202,0.891226264125879,0,826,52
69,0.12393474365013879,0.946519696087935,0.12750800269154403,0.9451646094138806,0.9451663476791566,0.8911300040036361,0.9390883752858564,0.12750800269154403,0.891226264125879,0,826,52
70,0.12389455518445557,0.9465274748335124,0.12755505196177042,0.9451150651161486,0.9451169020904467,0.8910134452065047,0.938793087302844,0.12750800269154403,0.891226264125879,1,826,52
71,0.12378999797928578,0.9465592230642575,0.12747998134447977,0.945180221245839,0.9451820936965019,0.8911426259969716,0.9386447925952442,0.12747998134447977,0.891226264125879,0,826,52
72,0.12373327489322845,0.946576652059794,0.12740210400751004,0.9451874962219825,0.9451894783223224,0.8913030155498988,0.9397391681055943,0.12740210400751004,0.8913030155498988,0,826,52
73,0.12374691383442195,0.9465674270529953,0.12734606159994236,0.945201173195472,0.9452028459267235,0.8913770682413448,0.9396935451450412,0.12734606159994236,0.8913770682413448,0,826,52
74,0.12362370911586801,0.9466086664069486,0.12749155997656858,0.9451963314643272,0.9451978581869573,0.8909771351550796,0.938584354775883,0.12734606159994236,0.8913770682413448,1,826,52
75,0.12355399269245751,0.9466243689043918,0.12721411568614152,0.9452773653543912,0.9452793961864406,0.8913364383277068,0.9388074903806265,0.12721411568614152,0.8913770682413448,0,826,52
76,0.12350194298732253,0.9466388795804869,0.1274239422323612,0.9451747522904322,0.9451768427149146,0.891215156582979,0.9390075800853368,0.12721411568614152,0.8913770682413448,1,826,52
77,0.12346341649329201,0.9466502563285393,0.12752388002207646,0.9451866328716279,0.9451889010376272,0.8913932121238678,0.9397651540494635,0.12721411568614152,0.8913932121238678,2,826,52
78,0.12338827599629183,0.9466709360174818,0.12729152521261802,0.9452297018124507,0.9452317147797591,0.8913060528536177,0.9389302828020553,0.12721411568614152,0.8913932121238678,3,826,52
79,0.1233108851014889,0.9466947037429636,0.12710732006682798,0.9453173527350793,0.9453196213839995,0.8916213986099071,0.9395184657960399,0.12710732006682798,0.8916213986099071,0,826,52
80,0.12323034907731488,0.9467183913619752,0.12718317586068922,0.9452795473428873,0.9452816314327803,0.8915506325290693,0.9393539532360177,0.12710732006682798,0.8916213986099071,1,826,52
81,0.12318523657552745,0.9467306772505776,0.12719633917395884,0.9453041489307696,0.9453059974651937,0.891649005080147,0.9396700900584704,0.12710732006682798,0.891649005080147,2,826,52
82,0.12315290594358923,0.9467385094909841,0.1271129219004741,0.9452952086925506,0.9452971349905536,0.8916050032801892,0.9392307956912974,0.12710732006682798,0.891649005080147,3,826,52
83,0.12309061389645574,0.9467544457907014,0.12711120626101127,0.9453057431257689,0.9453075561338706,0.8914875521485505,0.9386118052469161,0.12710732006682798,0.891649005080147,4,826,52
84,0.12302132147727089,0.9467757649736687,0.1269435967103793,0.9453564125757951,0.9453586573750863,0.891892698876886,0.9400491852262167,0.1269435967103793,0.891892698876886,0,826,52
85,0.12299570244374199,0.9467847113728795,0.12694223053180254,0.9453703742760878,0.94537268308404,0.8918250821124935,0.9396347486877898,0.12694223053180254,0.891892698876886,0,826,52
86,0.1230588119163057,0.9467596497242434,0.12712234287307814,0.9453535964855782,0.9453555839113693,0.8914828818392616,0.938918790036316,0.12694223053180254,0.891892698876886,1,826,52
87,0.12289729283312187,0.9468107003557383,0.12687929547750032,0.9454007047873277,0.9454028265816825,0.8919041890371359,0.9397087413170347,0.12687929547750032,0.8919041890371359,0,826,52
88,0.12294317128514375,0.9467923831287983,0.12696281935159975,0.9453779211411109,0.9453801600754117,0.8916398664976333,0.9385294212575307,0.12687929547750032,0.8919041890371359,1,826,52
89,0.12279761092130578,0.9468381774181114,0.12683292306386507,0.9453766831984887,0.9453789408501355,0.8918590334264849,0.9393635826578596,0.12683292306386507,0.8919041890371359,0,826,52
90,0.12275333726324633,0.9468512570396371,0.12703556151917347,0.9453295634343074,0.9453318875292023,0.8917064302993972,0.9389578580317995,0.12683292306386507,0.8919041890371359,1,826,52
91,0.12272764918880202,0.9468564992613564,0.12679482380358073,0.9453909777677977,0.9453929596316728,0.8919226186851419,0.9394431481877765,0.12679482380358073,0.8919226186851419,0,826,52
92,0.12266514956068612,0.946876834085156,0.12687066612908474,0.945401689180961,0.9454042282289223,0.891934063272927,0.9399277121458752,0.12679482380358073,0.891934063272927,1,826,52
93,0.12265345642601982,0.9468779620928753,0.1268594256387307,0.9453411249014047,0.945343260037697,0.8919558732525384,0.9404332419527988,0.12679482380358073,0.8919558732525384,2,826,52
94,0.12513555664407908,0.9461997120146871,0.12763061489050204,0.9451211392879486,0.9451230882732401,0.8910742232938763,0.9386621994788699,0.12679482380358073,0.8919558732525384,3,826,52
95,0.12345621522711187,0.9466505113115071,0.12679713849837965,0.9453701615333556,0.945372556081407,0.8919083067155625,0.9394872501218242,0.12679482380358073,0.8919558732525384,4,826,52
96,0.12284569908994206,0.9468235768598413,0.1266969983967451,0.9454134551378396,0.9454158662883768,0.8919974432640124,0.9392350670005071,0.1266969983967451,0.8919974432640124,0,826,52
97,0.12262166652972714,0.9468864579950216,0.1266956995599545,0.9454355281132918,0.945437844671291,0.8920994768871129,0.9399506092961479,0.1266956995599545,0.8920994768871129,0,826,52
98,0.12251748852346915,0.9469181060247921,0.1266861964876835,0.9454431579663203,0.9454455479582632,0.8920744911330282,0.9397519816096683,0.1266861964876835,0.8920994768871129,0,826,52
99,0.12246827029353666,0.9469311935211912,0.12669262204032677,0.9454075212662036,0.945409832508743,0.8921020748677359,0.9401041475036007,0.1266861964876835,0.8921020748677359,1,826,52
100,0.12243076581889785,0.9469396524928968,0.12677754246844694,0.9454511899214525,0.9454537061455752,0.8919701881069692,0.9391706138372463,0.1266861964876835,0.8921020748677359,2,826,52
101,0.12240442307772018,0.9469479086187271,0.12679352052509785,0.945402455329895,0.9454046785109845,0.8917832486730101,0.9387829723192942,0.1266861964876835,0.8921020748677359,3,826,52
102,0.12240107522127569,0.946949065138919,0.126919151785282,0.94540441265473,0.9454067359536381,0.8920793723164803,0.9407963328798772,0.1266861964876835,0.8921020748677359,4,826,52
103,0.12238201171431291,0.946955645817559,0.12672614291883433,0.9453938429172222,0.9453960146222796,0.8919080649033578,0.9394458089701433,0.1266861964876835,0.8921020748677359,5,826,52
104,0.12234811506876912,0.9469663776406395,0.126706981458343,0.9454106124547811,0.9454127466418841,0.8918279075183039,0.9389416684219677,0.1266861964876835,0.8921020748677359,6,826,52
105,0.12232725636223182,0.9469729748836683,0.12669515366164538,0.9453903638399564,0.9453927471909049,0.8918650846920895,0.9391731969660807,0.1266861964876835,0.8921020748677359,7,826,52
106,0.12230966723861347,0.9469771037612255,0.12675735340095484,0.9453885766176077,0.9453910799927053,0.8920207768311291,0.9400163878902497,0.1266861964876835,0.8921020748677359,8,826,52
107,0.12243381293664489,0.9469448987878265,0.12667521691093078,0.9453932739221133,0.9453957698535689,0.8919081329933282,0.9387978408069332,0.12667521691093078,0.8921020748677359,0,826,52
108,0.12227112682778091,0.946987474697869,0.1266774871888069,0.9454441804152268,0.9454464739229143,0.8921494588788739,0.9401660639465171,0.12667521691093078,0.8921494588788739,1,826,52
109,0.12221429064224956,0.9470043269268201,0.1266612122551753,0.945450499883065,0.9454528933287244,0.8921645281906431,0.9397877473863897,0.1266612122551753,0.8921645281906431,0,826,52
110,0.12218658653234295,0.947011128373461,0.1266963858730518,0.9454616583310641,0.945464466732293,0.8920625241505821,0.9393431537877124,0.1266612122551753,0.8921645281906431,1,826,52
111,0.12217915389084327,0.9470154725880721,0.1268384622839781,0.9454138948367192,0.9454166236858969,0.8919638952451018,0.9397915901639329,0.1266612122551753,0.8921645281906431,2,826,52
112,0.1222006855765888,0.947004022250686,0.12659867308460748,0.9454471230506898,0.9454494157657207,0.8921777853068532,0.9395923552371291,0.12659867308460748,0.8921777853068532,0,826,52
113,0.12218438620108407,0.9470102216768373,0.1266169877579579,0.9454843878746033,0.9454871771122006,0.8922273858815496,0.9400678646093463,0.12659867308460748,0.8922273858815496,1,826,52
114,0.12208562127074783,0.9470380224236595,0.12663118311992058,0.9454757479520944,0.9454784231670832,0.8922694507834904,0.9404420796881151,0.12659867308460748,0.8922694507834904,2,826,52
115,0.12203425433749762,0.9470567502302026,0.12663443142978045,0.9454611631540152,0.9454639956679818,0.8921260640811995,0.9396169449012839,0.12659867308460748,0.8922694507834904,3,826,52
116,0.12201349326920673,0.9470608152941311,0.12668645940721035,0.9454760519357829,0.9454786725540716,0.8918483463104597,0.938252452465278,0.12659867308460748,0.8922694507834904,4,826,52
117,0.12202540664575094,0.947056965295709,0.12682372073714548,0.9454423876909109,0.9454447790150492,0.8921564171762678,0.9403953478757687,0.12659867308460748,0.8922694507834904,5,826,52
118,0.1220197036760543,0.9470578801387535,0.1265531721023413,0.9455253353485694,0.945527838736989,0.8922263655847423,0.9395412105224196,0.1265531721023413,0.8922694507834904,0,826,52
119,0.1219717884830842,0.9470716725720904,0.1266187776166659,0.9454824612690852,0.9454849233927507,0.8921184515943974,0.9393067303450858,0.1265531721023413,0.8922694507834904,1,826,52
120,0.12191488597211099,0.947089009513073,0.12661182121015513,0.9455089674546169,0.9455120557734233,0.8922488101740554,0.9397951581564641,0.1265531721023413,0.8922694507834904,2,826,52
121,0.12189618557487913,0.9470922289785328,0.1265001787016025,0.9455212895686811,0.9455237400156534,0.8922685092279449,0.9396834910368365,0.1265001787016025,0.8922694507834904,0,826,52
122,0.12185352024089774,0.9471086695416914,0.12655373562413913,0.945508176088333,0.9455107418734571,0.8924339335886278,0.9402405895684415,0.1265001787016025,0.8924339335886278,1,826,52
123,0.12185311952185794,0.9471057745753225,0.1266090111950269,0.9454694326107318,0.9454722877853431,0.8920492526329675,0.9392645164571798,0.1265001787016025,0.8924339335886278,2,826,52
124,0.12183178071959415,0.9471098507726926,0.12670919557030386,0.9454854405843295,0.9454880407301046,0.8921625943163026,0.939537759346611,0.1265001787016025,0.8924339335886278,3,826,52
125,0.12180417526623655,0.9471208519707508,0.12661518643681818,0.9454939677165105,0.9454966214898135,0.8923587056420565,0.9402909780905806,0.1265001787016025,0.8924339335886278,4,826,52
126,0.12177898488718177,0.9471231674550606,0.12669782197246185,0.945477155997203,0.9454799425804009,0.8922701544886215,0.9401771335441503,0.1265001787016025,0.8924339335886278,5,826,52
127,0.1217426304495416,0.9471387616051086,0.12659256962629464,0.9454975577501151,0.9455005631897121,0.8921136868336313,0.9386193751451564,0.1265001787016025,0.8924339335886278,6,826,52
128,0.12184030477780687,0.9471072200219017,0.12655396745182002,0.9454915459339435,0.9454943400606982,0.8923583691714031,0.9402657672683455,0.1265001787016025,0.8924339335886278,7,826,52
129,0.12170045693873816,0.9471516782982202,0.1265230687478414,0.945544277704679,0.9455466859277166,0.8922112953423276,0.939239158751428,0.1265001787016025,0.8924339335886278,8,826,52
130,0.1216750888658819,0.9471563190425447,0.12654877840899503,0.9455337084256686,0.9455366481014372,0.8923315397647759,0.9397710242807134,0.1265001787016025,0.8924339335886278,9,826,52
131,0.12163443259199008,0.947169179796901,0.12673013299130476,0.9455100893974304,0.9455131041224297,0.892347372867981,0.9405673528233883,0.1265001787016025,0.8924339335886278,10,826,52
